system:index,date,.geo
20230526T072849_20230526T081015,2023-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230526T090849_20230526T095158,2023-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230527T070849_20230527T075129,2023-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230527T071349_20230527T075441,2023-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230527T084849_20230527T093207,2023-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230527T085349_20230527T093310,2023-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230528T065349_20230528T073323,2023-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230528T082849_20230528T091207,2023-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230528T083349_20230528T091450,2023-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230529T081349_20230529T085348,2023-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230530T075349_20230530T083628,2023-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230530T075849_20230530T083719,2023-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T073349_20230531T081551,2023-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T073849_20230531T081625,2023-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230531T091349_20230531T095616,2023-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230601T071349_20230601T075848,2023-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230601T071849_20230601T075945,2023-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230601T085849_20230601T093926,2023-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230602T065849_20230602T074017,2023-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230602T083849_20230602T092038,2023-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230603T081849_20230603T090159,2023-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230603T082349_20230603T090233,2023-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230604T075849_20230604T084222,2023-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230604T080349_20230604T084638,2023-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230605T073849_20230605T082345,2023-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230605T074349_20230605T082450,2023-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230606T071849_20230606T080441,2023-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230606T072349_20230606T080646,2023-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230606T090349_20230606T094537,2023-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230607T070349_20230607T074605,2023-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230607T084349_20230607T092517,2023-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230607T084849_20230607T092859,2023-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230608T064849_20230608T073113,2023-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230608T082349_20230608T090938,2023-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230608T082849_20230608T091214,2023-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230609T080349_20230609T084914,2023-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230609T080849_20230609T085028,2023-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230610T074849_20230610T083103,2023-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230611T072849_20230611T080839,2023-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230611T090849_20230611T095221,2023-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230612T070849_20230612T075202,2023-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230612T071349_20230612T075605,2023-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230612T084849_20230612T093010,2023-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230612T085349_20230612T093126,2023-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230613T065349_20230613T073609,2023-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230613T082849_20230613T091304,2023-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230613T083349_20230613T091358,2023-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230614T081349_20230614T085623,2023-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230615T075349_20230615T083814,2023-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230616T073349_20230616T081824,2023-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230616T073849_20230616T082136,2023-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230616T091349_20230616T095853,2023-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230617T071349_20230617T075758,2023-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230617T071849_20230617T075814,2023-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230617T085349_20230617T093919,2023-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230617T085849_20230617T094014,2023-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230618T065849_20230618T074153,2023-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230618T083849_20230618T092033,2023-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230619T081849_20230619T090221,2023-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230619T082349_20230619T090323,2023-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230620T075849_20230620T084324,2023-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230620T080349_20230620T084703,2023-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230621T073849_20230621T082300,2023-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230621T074349_20230621T082453,2023-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230622T071849_20230622T080156,2023-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230622T072349_20230622T080251,2023-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230622T090349_20230622T094422,2023-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230623T070349_20230623T074433,2023-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230623T084349_20230623T092534,2023-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230623T084849_20230623T092833,2023-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230624T064849_20230624T072914,2023-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230624T082349_20230624T090750,2023-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230624T082849_20230624T090941,2023-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230625T080349_20230625T084846,2023-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230625T080849_20230625T084917,2023-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230626T074349_20230626T082814,2023-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230626T074849_20230626T083046,2023-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230627T072849_20230627T080846,2023-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230627T090849_20230627T095117,2023-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230628T070849_20230628T075059,2023-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230628T071349_20230628T075415,2023-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230628T084849_20230628T093045,2023-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230628T085349_20230628T093143,2023-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230629T065349_20230629T073150,2023-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230629T082849_20230629T091153,2023-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230629T083349_20230629T091315,2023-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230630T081349_20230630T085321,2023-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230701T075349_20230701T083556,2023-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230702T073349_20230702T081732,2023-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230702T073849_20230702T082107,2023-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230702T091349_20230702T095618,2023-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230703T071349_20230703T075754,2023-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230703T071849_20230703T075921,2023-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230703T085349_20230703T093701,2023-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230703T085849_20230703T093752,2023-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230704T065849_20230704T074016,2023-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230704T083849_20230704T092050,2023-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230705T081849_20230705T090125,2023-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230706T080107_20230706T084310,2023-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230707T074107_20230707T082019,2023-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230708T072107_20230708T080323,2023-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230708T072607_20230708T080355,2023-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230708T090107_20230708T094321,2023-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230709T070607_20230709T074532,2023-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230709T084107_20230709T092516,2023-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230709T084607_20230709T092544,2023-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230710T082607_20230710T090756,2023-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230711T080244_20230711T084721,2023-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230711T080744_20230711T084813,2023-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230712T074744_20230712T082828,2023-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230713T072744_20230713T080756,2023-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230713T073244_20230713T081216,2023-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230713T090744_20230713T095026,2023-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230714T070744_20230714T075045,2023-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230714T071244_20230714T075516,2023-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230714T084744_20230714T093121,2023-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230714T085244_20230714T093249,2023-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230715T065244_20230715T073512,2023-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230715T082744_20230715T091245,2023-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230715T083244_20230715T091340,2023-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230716T081244_20230716T085325,2023-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230717T075244_20230717T083423,2023-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230717T075744_20230717T083722,2023-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230718T073244_20230718T081404,2023-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230718T073744_20230718T081544,2023-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230718T091244_20230718T095711,2023-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230721T081902_20230721T090011,2023-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230722T075902_20230722T084039,2023-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230722T080402_20230722T084317,2023-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230723T073902_20230723T082306,2023-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230723T074402_20230723T082535,2023-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230724T071902_20230724T080533,2023-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230724T072402_20230724T080932,2023-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230724T090402_20230724T094530,2023-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230725T070402_20230725T074703,2023-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230725T084402_20230725T092837,2023-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230726T082402_20230726T090621,2023-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230726T082902_20230726T090818,2023-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230727T080402_20230727T084648,2023-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230727T080902_20230727T084737,2023-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230728T074402_20230728T082833,2023-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230728T074902_20230728T083004,2023-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230729T072402_20230729T080905,2023-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230729T072902_20230729T080957,2023-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230729T090902_20230729T095104,2023-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230730T070902_20230730T075028,2023-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230730T084902_20230730T092827,2023-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230730T085402_20230730T092900,2023-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230731T065402_20230731T073227,2023-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230731T082902_20230731T091209,2023-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230731T083402_20230731T091246,2023-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230801T080902_20230801T085425,2023-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230801T081402_20230801T085524,2023-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230802T075402_20230802T083555,2023-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230803T073402_20230803T081341,2023-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230804T071402_20230804T075303,2023-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230804T071902_20230804T075728,2023-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230804T085402_20230804T093741,2023-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230804T085902_20230804T094116,2023-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230805T065902_20230805T073647,2023-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230805T083402_20230805T091801,2023-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230805T083902_20230805T092203,2023-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230806T081902_20230806T085757,2023-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230807T075902_20230807T083953,2023-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230808T073959_20230808T081953,2023-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230809T072132_20230809T080222,2023-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230809T090132_20230809T094109,2023-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230810T070215_20230810T074332,2023-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230810T084215_20230810T092247,2023-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230810T084715_20230810T092529,2023-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230811T082257_20230811T090405,2023-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230811T082757_20230811T090634,2023-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230812T080509_20230812T084436,2023-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230813T074514_20230813T082635,2023-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230813T075014_20230813T082827,2023-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230814T072651_20230814T080733,2023-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230814T073151_20230814T080834,2023-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230814T090651_20230814T094830,2023-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230815T071039_20230815T074909,2023-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230816T083048_20230816T091301,2023-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230817T080949_20230817T085106,2023-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230817T081449_20230817T085355,2023-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230818T074949_20230818T083323,2023-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230818T075449_20230818T083552,2023-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230819T072949_20230819T081418,2023-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230819T073449_20230819T081508,2023-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230820T071449_20230820T075809,2023-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230820T085449_20230820T093533,2023-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230820T085949_20230820T093639,2023-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230821T065949_20230821T073838,2023-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230821T083449_20230821T091605,2023-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230821T083949_20230821T091742,2023-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230822T081449_20230822T085648,2023-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230822T081949_20230822T090108,2023-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230823T075949_20230823T083919,2023-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230824T073949_20230824T081909,2023-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230825T071949_20230825T080138,2023-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230825T072449_20230825T080211,2023-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230825T085949_20230825T093935,2023-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230825T090449_20230825T094045,2023-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230826T070449_20230826T074435,2023-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230826T083949_20230826T092339,2023-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230826T084449_20230826T092507,2023-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230827T082449_20230827T090536,2023-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230828T080449_20230828T084703,2023-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230829T074449_20230829T082751,2023-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230829T074949_20230829T083135,2023-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230830T072449_20230830T080748,2023-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230830T072949_20230830T080848,2023-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230830T090449_20230830T094818,2023-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230831T070949_20230831T075013,2023-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230831T084949_20230831T093407,2023-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230901T082949_20230901T092935,2023-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230901T083449_20230901T093043,2023-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230902T080949_20230902T085904,2023-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230902T081449_20230902T090221,2023-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230903T075141_20230903T083936,2023-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230903T075641_20230903T084345,2023-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230904T073230_20230904T082132,2023-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230904T073730_20230904T082413,2023-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230904T091230_20230904T095752,2023-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230905T071230_20230905T075708,2023-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230905T071730_20230905T075857,2023-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230905T085230_20230905T093632,2023-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230905T085730_20230905T093742,2023-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230906T065730_20230906T073736,2023-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230906T083730_20230906T091828,2023-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230907T081730_20230907T090038,2023-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230908T075730_20230908T084132,2023-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230908T080230_20230908T084213,2023-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230909T073730_20230909T082039,2023-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230909T074230_20230909T082145,2023-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230909T091730_20230909T100046,2023-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230910T071730_20230910T080011,2023-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230910T072230_20230910T080144,2023-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230910T090230_20230910T094346,2023-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230911T070230_20230911T074140,2023-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230911T084230_20230911T092143,2023-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230911T084730_20230911T092217,2023-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230912T082230_20230912T090407,2023-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230912T082730_20230912T090513,2023-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230913T080230_20230913T084318,2023-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230913T080730_20230913T084738,2023-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230914T074230_20230914T082516,2023-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230914T074730_20230914T082912,2023-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230915T072730_20230915T080906,2023-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230915T090730_20230915T095117,2023-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230916T070730_20230916T075037,2023-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230916T071230_20230916T075219,2023-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230916T084730_20230916T093222,2023-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230916T085230_20230916T093243,2023-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230917T065230_20230917T073157,2023-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230917T082730_20230917T091013,2023-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230917T083230_20230917T091413,2023-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230918T081230_20230918T085347,2023-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230919T075230_20230919T083408,2023-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230920T073230_20230920T081454,2023-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230920T073730_20230920T081543,2023-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230920T091230_20230920T095546,2023-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230921T071230_20230921T075510,2023-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230921T071730_20230921T075742,2023-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230921T085230_20230921T093501,2023-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230921T085730_20230921T093724,2023-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230922T065730_20230922T074014,2023-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230922T083730_20230922T091811,2023-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230923T081730_20230923T085826,2023-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230923T082230_20230923T085912,2023-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230924T075730_20230924T083924,2023-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230924T080230_20230924T084037,2023-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230925T073730_20230925T081908,2023-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230925T074230_20230925T082027,2023-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230925T091730_20230925T100018,2023-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230926T071730_20230926T080218,2023-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230926T072230_20230926T080511,2023-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230926T090230_20230926T094317,2023-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230927T070230_20230927T074449,2023-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230927T084230_20230927T092314,2023-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230927T084730_20230927T092410,2023-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230928T082230_20230928T091117,2023-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230928T082730_20230928T091414,2023-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230929T080230_20230929T085544,2023-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230929T080730_20230929T085640,2023-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230930T074230_20230930T082925,2023-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230930T074730_20230930T083125,2023-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231001T072730_20231001T081314,2023-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231001T090730_20231001T095148,2023-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231002T070730_20231002T075417,2023-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231002T071230_20231002T075608,2023-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231002T084730_20231002T093352,2023-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231002T085230_20231002T093728,2023-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20231003T065230_20231003T073805,2023-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
