system:index,date,.geo
20221014T072908_20221014T080558,2022-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221014T090408_20221014T094805,2022-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221015T070908_20221015T075030,2022-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221015T084908_20221015T093041,2022-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221016T082908_20221016T091027,2022-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221016T083408_20221016T091201,2022-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221017T080908_20221017T085238,2022-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221017T081408_20221017T085403,2022-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221018T074908_20221018T083232,2022-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221018T075408_20221018T083331,2022-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221019T072908_20221019T081327,2022-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221019T073408_20221019T081542,2022-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221020T071408_20221020T075629,2022-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221020T085408_20221020T093629,2022-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221020T085908_20221020T093849,2022-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221021T083408_20221021T091726,2022-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221021T083908_20221021T092000,2022-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221022T081408_20221022T085704,2022-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221022T081908_20221022T090027,2022-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221023T075408_20221023T083905,2022-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221023T075908_20221023T084047,2022-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221024T073908_20221024T082005,2022-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221025T071908_20221025T080213,2022-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221025T072408_20221025T080354,2022-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221025T085908_20221025T094207,2022-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221025T090408_20221025T094258,2022-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221026T070408_20221026T074530,2022-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221026T083908_20221026T092114,2022-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221026T084408_20221026T092632,2022-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221027T082255_20221027T090506,2022-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221027T082755_20221027T090616,2022-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221028T080255_20221028T084659,2022-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221028T080755_20221028T085002,2022-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221029T074255_20221029T082730,2022-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221029T074755_20221029T082825,2022-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221030T072255_20221030T080931,2022-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221030T072755_20221030T081034,2022-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221030T090755_20221030T094932,2022-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221031T070755_20221031T074904,2022-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221031T084755_20221031T093037,2022-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221031T085255_20221031T093131,2022-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221101T065255_20221101T073205,2022-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221101T082755_20221101T091130,2022-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221101T083255_20221101T091233,2022-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221102T080755_20221102T085124,2022-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221102T081255_20221102T085158,2022-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221103T075255_20221103T083500,2022-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221104T073255_20221104T081552,2022-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221105T071255_20221105T075435,2022-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221105T071755_20221105T075859,2022-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221105T085255_20221105T093532,2022-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221105T085755_20221105T093756,2022-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221106T065755_20221106T073933,2022-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221106T083255_20221106T091746,2022-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221106T083755_20221106T091900,2022-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221107T081755_20221107T085944,2022-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221108T075755_20221108T083940,2022-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221108T080255_20221108T084001,2022-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221109T073755_20221109T082141,2022-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221109T074255_20221109T082341,2022-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221110T071755_20221110T080108,2022-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221110T072255_20221110T080455,2022-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221110T090255_20221110T094434,2022-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221111T070255_20221111T074556,2022-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221111T084255_20221111T092411,2022-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221112T082255_20221112T090503,2022-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221112T082755_20221112T090855,2022-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221113T080255_20221113T084542,2022-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221113T080755_20221113T084643,2022-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221114T074255_20221114T082737,2022-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221114T074755_20221114T082830,2022-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221115T072755_20221115T081059,2022-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221115T090755_20221115T094728,2022-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221117T082633_20221117T115501,2022-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221117T083133_20221117T120022,2022-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221118T081140_20221118T084922,2022-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221119T075140_20221119T083339,2022-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221119T075640_20221119T083609,2022-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221120T073140_20221120T081432,2022-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221120T073640_20221120T081656,2022-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221120T091140_20221120T095516,2022-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221121T071140_20221121T075619,2022-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221121T071640_20221121T080019,2022-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221121T085640_20221121T093830,2022-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221122T065640_20221122T073912,2022-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221122T083640_20221122T091842,2022-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221123T081609_20221123T085844,2022-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221123T082109_20221123T090204,2022-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221124T075609_20221124T084223,2022-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221124T080109_20221124T084259,2022-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221125T073609_20221125T082307,2022-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221125T074109_20221125T082534,2022-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221126T072109_20221126T080140,2022-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221126T090109_20221126T094407,2022-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221127T070609_20221127T074535,2022-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221127T084109_20221127T092537,2022-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221127T084609_20221127T092730,2022-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221128T082109_20221128T090635,2022-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221128T082609_20221128T090752,2022-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221129T080609_20221129T084938,2022-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221130T074609_20221130T082913,2022-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221201T072609_20221201T081125,2022-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221201T073109_20221201T081246,2022-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221201T090609_20221201T094952,2022-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221202T071109_20221202T075135,2022-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221202T084609_20221202T093248,2022-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221202T085109_20221202T093334,2022-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221203T083101_20221203T091418,2022-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221204T081100_20221204T085648,2022-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221204T081600_20221204T085817,2022-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221205T075100_20221205T083817,2022-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221205T075600_20221205T083838,2022-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221206T073100_20221206T081720,2022-12-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221206T073600_20221206T081811,2022-12-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221207T071100_20221207T075806,2022-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221207T071600_20221207T075930,2022-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221207T085600_20221207T094004,2022-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221208T030600_20221208T040740_2,2022-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221208T083600_20221208T091711,2022-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221208T084100_20221208T092030,2022-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221209T081600_20221209T085916,2022-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221209T082100_20221209T085945,2022-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221209T111100_20221209T122422_1,2022-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221210T075600_20221210T084145,2022-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221210T080100_20221210T084307,2022-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221210T123600_20221210T134102_1,2022-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221210T123600_20221210T134102_2,2022-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221211T035100_20221211T045433_1,2022-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221211T035100_20221211T045433_2,2022-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221211T074100_20221211T082251,2022-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221212T072100_20221212T080544,2022-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221212T090100_20221212T094503,2022-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221213T013100_20221213T023302_1,2022-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221213T070600_20221213T074711,2022-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221213T084432_20221213T100828,2022-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221214T082405_20221214T090901,2022-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221214T082905_20221214T091005,2022-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221215T080405_20221215T084436,2022-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221215T080905_20221215T084855,2022-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221216T074405_20221216T082729,2022-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221216T074905_20221216T083002,2022-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221217T072405_20221217T080700,2022-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221217T072905_20221217T080732,2022-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221217T090905_20221217T095030,2022-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221218T031905_20221218T041958_2,2022-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221218T070905_20221218T075031,2022-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221218T084905_20221218T093010,2022-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221218T085405_20221218T093324,2022-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221219T011905_20221219T022029_2,2022-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221219T065405_20221219T073330,2022-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221219T082905_20221219T091204,2022-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221219T083405_20221219T091336,2022-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221220T080905_20221220T085207,2022-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221220T081405_20221220T085234,2022-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221221T074905_20221221T083435,2022-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221221T075405_20221221T083613,2022-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221222T073405_20221222T081605,2022-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221223T071405_20221223T075631,2022-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221223T071905_20221223T075857,2022-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221223T085405_20221223T093706,2022-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221223T085905_20221223T093801,2022-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221223T133405_20221223T143559_1,2022-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221223T133405_20221223T143559_2,2022-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221224T065905_20221224T074105,2022-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221224T083405_20221224T091807,2022-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221224T083905_20221224T092000,2022-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221224T163405_20221224T173552_2,2022-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221225T081905_20221225T090032,2022-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T022405_20221226T032924_1,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T022405_20221226T032924_2,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T022905_20221226T033034_1,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T022905_20221226T033034_2,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T040905_20221226T050923_1,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T040905_20221226T050923_2,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T075905_20221226T083928,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T105405_20221226T120229_1,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T105405_20221226T120229_2,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T123405_20221226T134002_1,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221226T123405_20221226T134002_2,2022-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221227T034905_20221227T045025_1,2022-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221227T034905_20221227T045025_2,2022-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221227T073905_20221227T082132,2022-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221227T074405_20221227T082229,2022-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221228T051405_20221228T061640_1,2022-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221228T071905_20221228T080355,2022-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221228T072405_20221228T080429,2022-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221228T085905_20221228T094214,2022-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221228T090405_20221228T094330,2022-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221229T070405_20221229T074535,2022-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221229T084405_20221229T092628,2022-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221230T082405_20221230T090506,2022-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221230T082905_20221230T090727,2022-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221230T125905_20221230T140502_1,2022-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221230T125905_20221230T140502_2,2022-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221231T080405_20221231T084733,2022-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20221231T080905_20221231T084900,2022-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T074405_20230101T082835,2023-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230101T074905_20230101T082932,2023-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T072405_20230102T080905,2023-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T072905_20230102T081115,2023-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T090905_20230102T095007,2023-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T120405_20230102T130854_1,2023-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230102T120405_20230102T130854_2,2023-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T070905_20230103T074958,2023-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T084905_20230103T093105,2023-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230103T085405_20230103T093132,2023-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T065405_20230104T073252,2023-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T082905_20230104T091305,2023-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T083405_20230104T091403,2023-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T144905_20230104T155153_1,2023-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230104T144905_20230104T155153_2,2023-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230105T080905_20230105T085205,2023-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230105T081405_20230105T085436,2023-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230106T003905_20230106T014255_1,2023-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230106T003905_20230106T014255_2,2023-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230106T075405_20230106T083642,2023-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230106T140905_20230106T151323_1,2023-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230106T140905_20230106T151323_2,2023-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230107T015905_20230107T030353_1,2023-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230107T015905_20230107T030353_2,2023-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230107T073405_20230107T081532,2023-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230107T102905_20230107T113804_1,2023-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230107T102905_20230107T113804_2,2023-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T050405_20230108T060656_1,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T050405_20230108T060656_2,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T071405_20230108T075656,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T071905_20230108T075730,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T085405_20230108T093528,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T085905_20230108T093633,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T133405_20230108T143554_1,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T133405_20230108T143554_2,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T234405_20230109T004937_1,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230108T234405_20230109T004937_2,2023-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230109T044405_20230109T054653_1,2023-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230109T044405_20230109T054653_2,2023-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230109T065905_20230109T073932,2023-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230109T083405_20230109T091801,2023-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230109T083905_20230109T091901,2023-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230109T113405_20230109T124008_1,2023-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230109T113405_20230109T124008_2,2023-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230110T081905_20230110T090154,2023-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230110T093405_20230110T103032_1,2023-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230110T093405_20230110T103032_2,2023-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230110T143405_20230110T153718_1,2023-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230110T143405_20230110T153718_2,2023-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230110T161905_20230110T171625_1,2023-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230110T161905_20230110T171625_2,2023-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230111T022905_20230111T032959_1,2023-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230111T022905_20230111T032959_2,2023-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230111T075905_20230111T084125,2023-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230111T080405_20230111T084228,2023-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230111T173905_20230111T183802_1,2023-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230111T173905_20230111T183802_2,2023-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230112T073905_20230112T082235,2023-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230112T074405_20230112T082327,2023-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230113T050905_20230113T061024_1,2023-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230113T050905_20230113T061024_2,2023-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230113T051405_20230113T061235_1,2023-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230113T051405_20230113T061235_2,2023-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230113T071905_20230113T080135,2023-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230113T072405_20230113T080310,2023-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230113T090405_20230113T094357,2023-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230113T101405_20230113T112506_1,2023-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230114T070405_20230114T074318,2023-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230114T084405_20230114T092409,2023-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230114T145905_20230114T160328_1,2023-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230114T145905_20230114T160328_2,2023-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230114T150405_20230114T160355_1,2023-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230114T150405_20230114T160355_2,2023-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230115T043405_20230115T053527_1,2023-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230115T043405_20230115T053527_2,2023-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230115T082405_20230115T090439,2023-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230115T082905_20230115T090603,2023-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230115T111905_20230115T122738_1,2023-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230115T111905_20230115T122738_2,2023-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230115T180405_20230115T190312_1,2023-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230115T180405_20230115T190312_2,2023-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230116T004905_20230116T015425_1,2023-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230116T004905_20230116T015425_2,2023-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230116T005405_20230116T015530_1,2023-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230116T005405_20230116T015530_2,2023-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230116T080405_20230116T084639,2023-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230116T080905_20230116T084903,2023-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230116T124405_20230116T134559_1,2023-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230116T124405_20230116T134559_2,2023-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230116T174405_20230116T184225_2,2023-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230117T074626_20230117T082629,2023-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230117T075126_20230117T082856,2023-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
